"cnpj","nome","cidade","estado","produto","valor","data_cadastro"
"28,771,931,000,102.00","MANANCIAL COMERCIO DE COMBUSTIVEIS","EDEALINA","GO","Diesel S10","3.799","10/4/2018 9:17"
"28,861,014,000,119.00","POSTO SAM","SAO JOSE DE RIBAMAR","MA","Gasolina C Comum","4.099","7/13/2018 11:28"
"28,861,014,000,119.00","POSTO SAM","SAO JOSE DE RIBAMAR","MA","Diesel S10","3.399","7/13/2018 11:28"
"29,402,611,000,148.00","GTX","TAUBATE","SP","Gasolina C Comum","3.999","10/8/2019 17:03"
"29,402,611,000,148.00","GTX","TAUBATE","SP","Etanol","2.759","16/11/2019 14:25"
"29,402,611,000,148.00","GTX","TAUBATE","SP","Diesel S10","3.599","10/8/2019 17:03"
"29,754,000,000,169.00","TVT","CACHOEIRA DO SUL","RS","Gasolina C Comum","4.36","24/10/2019 15:56"
"30,701,345,000,133.00","POSTOS MAX","PASSO FUNDO","RS","Gasolina C Comum","4.759","9/25/2018 9:01"
"30,701,345,000,133.00","POSTOS MAX","PASSO FUNDO","RS","Diesel S10","3.499","9/25/2018 9:01"
"31,145,107,000,151.00","AUTO POSTO SANTO ANGELO","VILHENA","RO","Gasolina C Comum","4.479","3/26/2019 17:17"
"31,145,107,000,151.00","AUTO POSTO SANTO ANGELO","VILHENA","RO","Etanol","3.599","3/26/2019 17:17"
"31,145,107,000,151.00","AUTO POSTO SANTO ANGELO","VILHENA","RO","Diesel S500","3.869","3/26/2019 17:17"
"31,145,107,000,151.00","AUTO POSTO SANTO ANGELO","VILHENA","RO","Diesel S10","3.959","3/26/2019 17:17"
"31,372,642,000,145.00","REMAN COMERCIO DE PETROLEO LTDA","RIO DE JANEIRO","RJ","Gasolina C Comum","4.678","7/12/2018 11:32"
"31,372,642,000,145.00","REMAN COMERCIO DE PETROLEO LTDA","RIO DE JANEIRO","RJ","Etanol","3.168","7/12/2018 11:32"
"31,372,642,000,145.00","REMAN COMERCIO DE PETROLEO LTDA","RIO DE JANEIRO","RJ","Diesel S10","3.288","7/12/2018 11:32"
"31,372,642,000,145.00","REMAN COMERCIO DE PETROLEO LTDA","RIO DE JANEIRO","RJ","Diesel S500","3.288","7/12/2018 11:33"
"32,357,055,000,140.00","COMAFEL COMERCIO DE MAQUINAS E FERRAGENS LTDA","VALENCA","RJ","Gasolina C Comum","4.999","7/8/2019 16:15"
"32,357,055,000,140.00","COMAFEL COMERCIO DE MAQUINAS E FERRAGENS LTDA","VALENCA","RJ","Etanol","3.939","7/8/2019 16:15"
"32,357,055,000,140.00","COMAFEL COMERCIO DE MAQUINAS E FERRAGENS LTDA","VALENCA","RJ","Diesel S10","3.699","7/8/2019 16:15"
"33,088,436,000,133.00","POSTO SANTA CRUZ","RIO DE JANEIRO","RJ","Gasolina C Comum","4.899","7/1/2019 17:18"
"33,088,436,000,133.00","POSTO SANTA CRUZ","RIO DE JANEIRO","RJ","Etanol","3.899","7/1/2019 17:18"
"33,088,436,000,133.00","POSTO SANTA CRUZ","RIO DE JANEIRO","RJ","Diesel S10","3.499","7/1/2019 17:18"
"33,201,971,000,159.00","POSTO DE GASOLINA JUREMA LTDA","RIO DE JANEIRO","RJ","Gasolina C Comum","4.899","2/21/2019 11:51"
